date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2020-02-04,78.3,80.97,80.43,78.2,1213480.5,2.72,3.5,82.49,84.449,85.059,1157831.21,902205.43,757768.26
2020-02-03,76.51,79.25,77.71,76.4,2031498.62,-5.78,-6.92,83.924,85.051,85.274,1102345.24,861916.25,721735.69
2020-01-23,84.01,84.56,83.49,82.48,1080020.62,-1.73,-2.03,85.632,85.758,85.61,807119.55,711352.85,634487.17
2020-01-22,85.0,85.48,85.22,83.83,736576.88,-0.38,-0.44,86.044,85.913,85.632,690831.24,663221.99,596297.65
2020-01-21,87.0,87.29,85.6,85.6,727579.44,-2.0,-2.28,86.162,85.891,85.594,648759.18,652369.61,574079.03
2020-01-20,88.3,88.7,87.6,87.35,936050.62,1.35,1.56,86.408,85.946,85.528,646579.65,624830.5,560559.15
2020-01-17,86.15,86.9,86.25,85.85,555370.19,0.7,0.82,86.178,85.746,85.425,621487.27,594870.25,531672.07
2020-01-16,86.31,86.37,85.55,85.55,498579.09,-0.26,-0.3,85.884,85.741,85.397,615586.15,598831.23,520444.67
2020-01-15,86.81,87.12,85.81,85.68,526216.56,-1.02,-1.18,85.782,85.798,85.419,635612.74,626798.52,518203.35
2020-01-14,87.2,87.82,86.83,86.68,716681.81,0.38,0.44,85.62,85.763,85.435,655980.05,617380.5,529804.81
2020-01-13,85.01,86.47,86.45,84.78,810588.69,1.67,1.97,85.484,85.669,85.375,603081.35,613331.08,532954.38
2020-01-10,85.35,85.39,84.78,84.61,525864.62,-0.26,-0.31,85.314,85.496,85.391,568253.22,581555.13,531161.59
2020-01-09,85.58,85.61,85.04,84.69,598712.0,0.04,0.05,85.598,85.461,85.354,582076.3,557621.48,523191.68
2020-01-08,85.98,85.98,85.0,84.5,628053.12,-1.15,-1.33,85.814,85.35,85.304,617984.31,529373.32,511652.74
2020-01-07,86.01,86.46,86.15,85.67,452188.31,0.55,0.64,85.906,85.296,85.234,578780.95,495788.45,495027.11
2020-01-06,85.92,86.87,85.6,85.5,636448.06,-0.6,-0.7,85.854,85.11,85.109,623580.82,496287.79,495440.72
2020-01-03,86.81,86.88,86.2,85.9,594980.0,0.08,0.09,85.678,85.103,85.066,594857.04,468473.9,477223.82
2020-01-02,85.9,86.79,86.12,85.88,778252.06,0.66,0.77,85.324,85.053,84.989,533166.66,442058.12,464601.55
2019-12-31,85.75,85.91,85.46,85.01,432036.34,-0.43,-0.5,84.886,85.039,84.887,440762.32,409608.19,438790.17
2019-12-30,84.76,86.02,85.89,83.92,676187.62,1.17,1.38,84.686,85.106,84.827,412795.94,442229.11,436901.87
2019-12-27,84.44,85.66,84.72,84.42,492829.19,0.29,0.34,84.366,85.081,84.697,368994.77,452577.68,422392.87
2019-12-26,84.0,84.43,84.43,83.9,286528.09,0.5,0.6,84.528,85.286,84.642,342090.76,480768.05,426298.61
2019-12-25,84.4,84.51,83.93,83.81,316230.38,-0.53,-0.63,84.782,85.247,84.641,350949.58,488761.88,429876.96
2019-12-24,84.23,84.6,84.46,84.05,292204.44,0.17,0.2,85.192,85.258,84.69,378454.05,493932.17,433778.29
2019-12-23,85.95,85.97,84.29,84.25,457181.75,-1.24,-1.45,85.526,85.171,84.737,471662.28,494265.78,444632.2
2019-12-20,85.77,86.31,85.53,85.5,358309.16,-0.17,-0.2,85.796,85.107,84.797,536160.58,494593.65,449099.47
2019-12-19,86.12,86.18,85.7,85.28,330822.16,-0.28,-0.33,86.044,85.028,84.765,619445.33,485973.73,468557.2
2019-12-18,86.09,86.45,85.98,85.81,453752.72,-0.15,-0.17,85.712,84.925,84.797,626574.19,487144.99,489885.18
2019-12-17,85.68,86.84,86.13,85.25,758245.62,0.49,0.57,85.324,84.734,84.901,609410.29,467972.16,483812.09
2019-12-16,85.6,85.85,85.64,84.9,779673.25,-1.13,-1.3,84.816,84.548,85.039,516869.28,431574.62,461000.87
2019-12-13,85.18,86.77,86.77,85.08,774732.88,2.73,3.25,84.418,84.313,85.192,453026.71,392208.05,439257.74
2019-12-12,84.43,84.64,84.04,84.0,366466.47,0.0,0.0,84.012,83.998,85.249,352502.14,371829.18,418722.44
2019-12-11,83.8,84.19,84.04,83.4,367933.22,0.45,0.54,84.138,84.034,85.448,347715.78,370992.04,416574.61
2019-12-10,83.51,83.88,83.59,83.3,295540.56,-0.06,-0.07,84.144,84.121,85.646,326534.03,373624.41,417221.53
2019-12-09,84.76,84.89,83.65,83.34,460460.41,-1.09,-1.29,84.28,84.302,85.878,346279.97,394998.61,422217.18
2019-12-06,84.9,84.95,84.74,84.33,272110.03,0.07,0.08,84.208,84.487,86.106,331389.4,403605.3,421322.27
2019-12-05,84.51,85.0,84.67,84.08,342534.69,0.6,0.71,83.984,84.502,86.327,391156.22,451140.67,429530.51
2019-12-04,83.6,84.13,84.07,83.37,262024.47,-0.2,-0.24,83.93,84.669,86.582,394268.3,492625.37,428395.33
2019-12-03,83.18,84.28,84.27,82.79,394270.25,0.98,1.18,84.098,85.067,86.879,420714.79,499652.01,434609.38
2019-12-02,83.69,83.98,83.29,83.01,386007.56,-0.33,-0.4,84.324,85.529,87.168,443717.25,490427.11,447638.34
2019-11-29,84.39,84.74,83.62,82.69,570944.12,-0.78,-0.92,84.766,86.071,87.518,475821.19,486307.42,453623.25
2019-11-28,85.0,85.16,84.4,84.23,358095.12,-0.51,-0.6,85.02,86.499,87.839,511125.13,465615.69,457623.06
2019-11-27,85.36,85.36,84.91,84.5,394256.91,-0.49,-0.57,85.408,86.862,88.025,590982.43,462157.18,458402.68
2019-11-26,86.0,86.02,85.4,84.97,509282.56,-0.1,-0.12,86.036,87.171,88.177,578589.23,460818.65,460515.67
2019-11-25,85.1,85.57,85.5,84.28,546527.25,0.61,0.72,86.734,87.453,88.317,537136.97,449435.76,456629.43
2019-11-22,86.42,86.95,84.89,84.68,747463.81,-1.45,-1.68,87.376,87.724,88.474,496793.64,439039.25,461854.65
2019-11-21,87.72,87.75,86.34,86.01,757381.62,-1.71,-1.94,87.978,88.152,88.63,420106.26,407920.35,480941.23
2019-11-20,88.58,88.8,88.05,87.93,332290.91,-0.84,-0.94,88.316,88.495,88.803,333331.93,364165.29,461099.02
2019-11-19,88.3,89.1,88.89,88.22,302021.25,0.18,0.2,88.306,88.69,88.875,343048.07,369566.74,460424.36
2019-11-18,87.88,88.98,88.71,87.68,344810.62,0.81,0.92,88.172,88.807,88.945,361734.54,404849.58,460862.73
2019-11-15,87.81,88.25,87.9,87.7,364026.88,-0.13,-0.15,88.072,88.965,89.013,381284.85,420939.08,461667.18
2019-11-14,88.48,88.49,88.03,87.8,323509.97,0.03,0.03,88.326,89.179,89.106,395734.45,449630.42,473011.48
2019-11-13,87.97,88.34,88.0,87.53,380871.62,-0.22,-0.25,88.674,89.188,89.29,394998.66,454648.19,487807.24
2019-11-12,88.39,88.55,88.22,87.85,395453.62,0.01,0.01,89.074,89.183,89.419,396085.42,460212.69,493717.51
2019-11-11,88.5,88.59,88.21,87.9,442562.16,-0.96,-1.08,89.442,89.181,89.518,447964.61,463823.1,491488.53
2019-11-08,90.49,90.55,89.17,89.17,436274.88,-0.6,-0.67,89.858,89.224,89.63,460593.31,484670.05,500882.57
2019-11-07,90.0,90.1,89.77,89.28,319831.03,-0.23,-0.26,90.032,89.107,89.667,503526.39,553962.1,509092.61
2019-11-06,90.04,90.4,90.0,89.67,386305.41,-0.06,-0.07,89.702,89.11,89.603,514297.72,558032.74,510147.42
2019-11-05,90.3,91.26,90.06,89.66,654849.56,-0.23,-0.26,89.292,89.06,89.512,524339.96,551281.97,508861.18
2019-11-04,90.35,90.64,90.29,89.91,505705.66,0.25,0.28,88.92,89.083,89.409,479681.59,516875.88,496384.35
2019-11-01,88.12,90.06,90.04,88.01,650940.31,1.92,2.18,88.59,89.061,89.247,508746.79,502395.29,494138.3
2019-10-31,87.8,88.71,88.12,87.8,373687.66,0.17,0.19,88.182,89.032,89.16,604397.81,496392.55,478068.99
2019-10-30,88.0,88.37,87.95,87.67,436516.62,-0.25,-0.28,88.518,89.392,89.171,601767.76,520966.29,483703.14
2019-10-29,88.67,89.04,88.2,87.96,431557.69,-0.44,-0.5,88.828,89.655,89.213,578223.97,527222.34,481306.51
2019-10-28,88.39,88.87,88.64,87.87,651031.69,0.64,0.73,89.246,89.855,89.25,554070.17,519153.96,479996.18
2019-10-25,88.0,88.47,88.0,87.1,1129195.38,-1.8,-2.0,89.532,90.036,89.264,496043.78,517095.1,473127.95
2019-10-24,89.85,90.04,89.8,88.95,360537.44,0.3,0.34,89.882,90.226,89.356,388387.28,464223.12,439514.34
2019-10-23,90.2,90.63,89.5,89.21,318797.66,-0.79,-0.88,90.266,90.096,89.346,440164.81,462262.1,442566.47
2019-10-22,90.79,90.79,90.29,89.58,310788.66,0.22,0.24,90.482,89.964,89.371,476220.7,466440.39,447615.15
2019-10-21,89.47,90.45,90.07,88.93,360899.78,0.32,0.36,90.464,89.735,89.333,484237.76,475892.83,464092.39
2019-10-18,92.3,92.45,89.75,89.68,590912.88,-1.97,-2.15,90.54,89.432,89.397,538146.41,485881.31,473468.05
2019-10-17,91.2,92.17,91.72,90.6,619425.06,1.14,1.26,90.57,89.287,89.526,540058.95,459745.43,483574.83
2019-10-16,90.7,91.82,90.58,90.48,499077.12,0.38,0.42,89.926,88.95,89.418,484359.4,446440.0,475396.58
2019-10-15,90.8,90.8,90.2,89.94,350873.94,-0.25,-0.28,89.446,88.77,89.361,456660.07,435390.69,474670.13
2019-10-14,90.8,91.45,90.45,90.18,630443.06,0.55,0.61,89.006,88.645,89.371,467547.9,440838.39,492246.51
2019-10-11,88.89,90.27,89.9,88.5,600475.56,1.4,1.58,88.324,88.491,89.384,433616.2,429160.81,495161.98
2019-10-10,88.19,88.65,88.5,87.51,340927.31,0.32,0.36,88.004,88.486,89.35,379431.91,414805.57,515516.48
2019-10-09,87.44,88.6,88.18,87.33,360580.5,0.18,0.2,87.974,88.596,89.34,408520.6,422870.84,528767.82
2019-10-08,87.14,88.72,88.0,87.1,405313.09,0.96,1.1,88.094,88.778,89.344,414121.3,428789.9,536376.39
2019-09-30,87.94,88.19,87.04,87.01,460784.53,-1.26,-1.43,88.284,88.93,89.369,414128.88,452291.94,547901.04
2019-09-27,88.53,88.68,88.3,87.88,329554.12,-0.05,-0.06,88.658,89.361,89.383,424705.41,461054.79,553094.57
2019-09-26,89.2,89.77,88.35,88.33,486370.78,-0.43,-0.48,88.968,89.765,89.303,450179.23,507404.23,559833.46
2019-09-25,88.39,89.17,88.78,88.15,388584.0,-0.17,-0.19,89.218,89.886,89.23,437221.07,504353.15,561319.54
2019-09-24,89.0,89.41,88.95,88.4,405350.97,0.04,0.04,89.462,89.952,89.175,443458.5,513949.58,580281.69
2019-09-23,89.44,89.44,88.91,88.15,513667.19,-0.94,-1.05,89.576,90.097,89.103,490455.01,543654.63,609527.56
2019-09-20,89.89,90.29,89.85,89.45,456923.19,0.25,0.28,90.064,90.276,89.152,497404.17,561163.16,628128.69
2019-09-19,90.5,90.62,89.6,89.01,421580.0,-0.4,-0.44,90.562,90.214,89.058,564629.23,616227.39,623534.4
2019-09-18,89.82,90.48,90.0,89.58,419771.16,0.48,0.54,90.554,90.084,88.965,571485.24,634664.79,619221.44
2019-09-17,90.9,90.92,89.52,89.22,640333.5,-1.83,-2.0,90.442,89.909,88.862,584440.66,643962.88,623452.56
2019-09-16,92.3,92.33,91.35,91.12,548413.0,-0.99,-1.07,90.618,89.807,88.808,596854.26,643510.14,633303.62
2019-09-12,90.09,92.5,92.34,89.75,793048.5,2.78,3.1,90.488,89.404,88.614,624922.14,645134.35,652498.55
2019-09-11,89.8,90.08,89.56,88.75,455860.03,0.12,0.13,89.866,88.84,88.312,667825.56,612262.7,647959.81
2019-09-10,90.49,90.55,89.44,88.9,484548.25,-0.96,-1.06,89.614,88.574,88.086,697844.35,618285.93,651834.98
2019-09-09,91.37,91.53,90.4,89.98,702401.5,-0.3,-0.33,89.376,88.398,87.865,703485.09,646613.8,653358.46
2019-09-06,89.95,90.7,90.7,89.28,688752.44,1.47,1.65,88.996,88.108,87.67,690166.02,675400.5,647950.31
2019-09-05,88.8,90.31,89.23,88.31,1007565.56,0.93,1.05,88.32,88.027,87.352,665346.55,695094.23,635980.78
2019-09-04,87.83,88.4,88.3,87.22,605954.0,0.8,0.91,87.814,87.902,87.116,556699.84,630841.41,613965.72
2019-09-03,88.6,88.9,88.25,87.79,512751.97,-0.25,-0.28,87.534,87.845,86.875,538727.5,603778.08,610285.8
2019-09-02,87.0,88.88,88.5,86.88,635806.12,1.18,1.35,87.42,87.814,86.688,589742.51,602942.24,635165.24
2019-08-30,87.7,88.15,87.32,86.41,564655.12,0.62,0.71,87.22,87.809,86.493,660634.97,623097.11,637617.29
2019-08-29,87.15,87.48,86.7,86.17,464332.0,-0.2,-0.23,87.734,87.823,86.429,724841.9,659862.75,645833.08
2019-08-28,87.61,87.92,86.9,86.85,516092.31,-0.78,-0.89,87.99,87.784,86.469,704982.98,683656.93,643996.32
2019-08-27,88.05,88.8,87.68,87.57,767827.0,0.18,0.21,88.156,87.598,86.529,668828.66,685384.04,647829.45
2019-08-26,88.3,88.6,87.5,87.15,990268.44,-2.39,-2.66,88.208,87.331,86.644,616141.98,660103.11,632678.07
2019-08-23,87.95,90.26,89.89,87.82,885689.75,1.91,2.17,88.398,87.231,86.741,585559.24,620500.12,601576.97
2019-08-22,87.86,88.08,87.98,87.4,365037.38,0.25,0.28,87.912,86.677,86.752,594883.6,576867.33,580369.2
2019-08-21,87.65,88.17,87.73,87.35,335320.72,-0.21,-0.24,87.578,86.33,86.823,662330.87,597090.02,584920.42
2019-08-20,88.3,88.33,87.94,87.62,504393.59,-0.51,-0.58,87.04,85.904,86.879,701939.42,616793.52,597883.32
2019-08-19,88.3,88.46,88.45,87.25,837354.75,0.99,1.13,86.454,85.561,86.857,704064.24,667388.25,591755.14
2019-08-16,87.0,88.3,87.46,86.35,932311.56,1.15,1.33,86.064,85.177,86.819,655441.01,652137.47,571198.76
2019-08-15,83.8,86.34,86.31,83.53,702273.75,1.27,1.49,85.442,85.034,86.863,558851.06,631803.41,554762.74
2019-08-14,86.38,86.57,85.04,85.01,533363.44,0.03,0.04,85.082,85.154,86.884,531849.17,604335.72,538539.88
2019-08-13,85.95,86.25,85.01,84.77,515017.72,-1.49,-1.72,84.768,85.459,86.982,531647.63,610274.85,533789.19
2019-08-12,84.46,86.77,86.5,84.46,594238.56,2.15,2.55,84.668,85.956,87.079,630712.25,605253.03,529581.76
2019-08-09,85.1,85.28,84.35,84.02,449361.81,-0.16,-0.19,84.29,86.251,87.158,648833.94,582653.82,529596.13
2019-08-08,83.99,84.55,84.51,83.4,567264.31,1.04,1.25,84.626,86.826,87.378,704755.76,583871.07,535963.93
2019-08-07,84.81,84.95,83.47,83.35,532355.75,-1.04,-1.23,85.226,87.316,87.551,676822.26,572750.83,533344.15
2019-08-06,83.1,84.88,84.51,82.15,1010340.81,-0.1,-0.12,86.15,87.854,87.772,688902.07,578973.13,524534.6
2019-08-05,85.06,85.86,84.61,84.58,684847.0,-1.42,-1.65,87.244,88.153,87.923,579793.81,516122.03,501869.27
2019-08-02,86.1,86.49,86.03,85.5,728970.94,-1.48,-1.69,88.212,88.46,88.122,516473.69,490260.06,507015.2
2019-08-01,87.5,88.34,87.51,87.01,427596.81,-0.58,-0.66,89.026,88.692,88.363,462986.38,477722.06,496092.77
2019-07-31,89.41,89.5,88.09,87.88,592754.81,-1.89,-2.1,89.406,88.614,88.482,468679.39,472744.05,504396.29
2019-07-30,90.35,90.9,89.98,89.68,464799.47,0.53,0.59,89.558,88.504,88.611,469044.18,457303.52,507307.95
2019-07-29,89.84,90.08,89.45,89.05,368246.44,-0.65,-0.72,89.062,88.201,88.665,452450.26,453910.5,514392.81
2019-07-26,88.82,90.17,90.1,88.82,461534.38,0.69,0.77,88.708,88.064,88.784,464046.42,476538.44,542285.36
2019-07-25,89.1,89.55,89.41,88.54,456061.84,0.56,0.63,88.358,87.929,88.71,492457.74,488056.78,548985.36
2019-07-24,87.97,89.46,88.85,87.8,594578.75,1.35,1.54,87.822,87.786,88.642,476808.71,493937.48,566909.54
2019-07-23,87.91,88.2,87.5,87.1,381829.88,-0.18,-0.2,87.45,87.689,88.519,445562.87,470096.07,560062.12
2019-07-22,88.32,88.98,87.68,87.68,426227.25,-0.67,-0.76,87.34,87.692,88.476,455370.74,487616.51,593567.45
2019-07-19,87.31,88.7,88.35,87.31,603591.0,1.62,1.87,87.42,87.783,88.502,489030.46,523770.34,601958.69
2019-07-18,86.6,87.39,86.73,86.33,377816.66,-0.26,-0.3,87.5,88.033,88.483,483655.81,514463.48,614682.15
2019-07-17,86.95,87.58,86.99,86.4,438349.56,0.04,0.05,87.75,88.35,88.572,511066.26,536048.54,672451.98
2019-07-16,87.97,88.18,86.95,86.9,430869.22,-1.13,-1.28,87.928,88.717,88.399,494629.26,557312.38,706470.3
2019-07-15,88.1,88.77,88.08,86.62,594525.88,-0.67,-0.76,88.044,89.128,88.1,519862.28,574875.11,708130.52
2019-07-12,88.15,89.47,88.75,88.15,576717.75,0.77,0.88,88.146,89.504,87.692,558510.21,608032.28,696598.31
2019-07-11,88.49,89.3,87.98,87.69,514868.88,0.1,0.11,88.566,89.49,87.242,545271.14,609913.94,688199.07
2019-07-10,88.19,88.21,87.88,87.52,356164.59,0.35,0.4,88.95,89.497,86.868,561030.81,639881.6,685528.42
2019-07-09,88.68,88.85,87.53,86.99,557034.31,-1.06,-1.2,89.506,89.349,86.5,619995.49,650028.18,691617.84
2019-07-08,89.99,89.99,88.59,87.78,787765.5,-2.26,-2.49,90.212,89.259,86.208,629887.94,699518.39,710832.0
2019-07-05,90.0,91.14,90.85,89.83,510522.41,0.95,1.06,90.862,89.221,85.734,657554.34,680147.04,703731.13
2019-07-04,90.7,91.14,89.9,89.35,593667.25,-0.76,-0.84,90.414,88.933,85.047,674556.74,714900.82,699331.16
2019-07-03,91.16,91.6,90.66,89.8,650988.0,-0.4,-0.44,90.044,88.793,84.427,718732.39,808855.43,694006.36
2019-07-02,91.69,91.69,91.06,90.88,606496.56,-0.78,-0.85,89.192,88.081,83.792,680060.86,855628.22,687063.03
2019-07-01,90.6,92.47,91.84,90.6,926097.5,3.23,3.65,88.306,87.072,83.202,769148.84,841385.92,682803.62
2019-06-28,87.96,89.32,88.61,87.63,595534.38,0.56,0.64,87.58,85.88,82.56,702739.74,785164.34,661332.24
2019-06-27,87.0,88.47,88.05,86.99,814545.5,1.65,1.91,87.452,84.994,82.084,755244.89,766484.2,655979.36
2019-06-26,86.75,87.3,86.4,86.4,457630.34,-0.23,-0.27,87.542,84.238,81.67,898978.47,731175.24,663665.74
2019-06-25,88.1,88.18,86.63,85.32,1051936.5,-1.58,-1.79,86.97,83.65,81.26,1031195.58,733207.5,685476.22
2019-06-24,87.9,88.54,88.21,87.22,594052.0,0.24,0.27,85.838,83.157,80.787,913623.0,722145.61,662365.99
2019-06-21,87.95,88.56,87.97,87.23,858060.12,-0.53,-0.6,84.18,82.246,80.202,867588.94,727315.22,658281.04
2019-06-20,83.92,88.5,88.5,83.92,1533213.38,4.96,5.94,82.536,81.16,79.575,777723.51,683761.5,647661.58
2019-06-19,84.01,84.57,83.54,83.5,1118715.88,2.57,3.17,80.934,80.06,79.032,563372.01,579157.29,596837.5
2019-06-18,80.12,81.18,80.97,79.85,464073.62,1.05,1.31,80.33,79.503,78.765,435219.42,518497.85,572411.61
2019-06-17,79.8,80.67,79.92,79.5,363881.72,0.17,0.21,80.476,79.331,78.61,530668.22,524221.32,586458.12
2019-06-14,80.51,81.05,79.75,79.67,408732.97,-0.74,-0.92,80.312,79.239,78.569,587041.49,537500.14,602554.13
2019-06-13,80.8,81.0,80.49,79.8,461455.84,-0.03,-0.04,79.784,79.173,78.63,589799.49,545474.52,613659.05
2019-06-12,81.1,81.42,80.52,80.33,477952.94,-1.18,-1.44,79.186,79.102,78.633,594942.58,596156.25,630751.27
2019-06-11,79.26,81.91,81.7,79.13,941317.62,2.6,3.29,78.676,78.869,78.522,601776.29,637744.95,645992.7
2019-06-10,77.79,79.38,79.1,77.49,645748.06,1.99,2.58,78.186,78.417,78.369,517774.43,602586.36,641044.36
2019-06-06,77.75,77.9,77.11,76.88,422522.97,-0.39,-0.5,78.166,78.157,78.483,487958.8,589246.87,678361.87
2019-06-05,78.75,78.9,77.5,77.46,487171.31,-0.47,-0.6,78.562,77.99,78.461,501149.54,611561.65,713521.81
2019-06-04,79.18,79.48,77.97,77.86,512121.47,-1.28,-1.61,79.018,78.004,78.525,597369.92,614517.71,732582.03
2019-06-03,79.77,80.2,79.25,78.69,521308.34,0.25,0.32,79.062,78.027,78.685,673713.61,626325.36,755723.53
2019-05-31,79.15,80.57,79.0,79.0,496669.91,-0.09,-0.11,78.648,77.889,78.782,687398.3,648694.92,820088.58
2019-05-30,79.4,79.75,79.09,78.59,488476.69,-0.69,-0.86,78.148,77.899,79.137,690534.95,667608.12,841150.19
2019-05-29,77.5,80.98,79.78,77.18,968273.19,1.59,2.03,77.418,78.087,79.504,721973.76,681843.59,864055.15
2019-05-28,77.44,78.77,78.19,77.21,893839.94,1.01,1.31,76.99,78.163,79.671,631665.51,665346.3,848089.45
2019-05-27,76.25,77.66,77.18,75.35,589731.75,0.68,0.89,76.992,78.174,79.931,578937.11,654240.44,836185.91
2019-05-24,75.9,77.27,76.5,75.8,512353.16,1.06,1.41,77.13,78.321,80.324,609991.53,679502.35,847341.92
2019-05-23,76.5,76.83,75.44,75.05,645670.75,-1.1,-1.44,77.65,78.809,80.802,644681.3,767476.86,855630.08
2019-05-22,78.22,78.5,77.64,77.2,516731.94,-0.56,-0.72,78.756,78.931,81.278,641713.43,815481.97,869952.3
2019-05-21,78.05,79.25,78.2,77.68,630197.94,0.33,0.42,79.336,79.045,81.746,699027.09,850646.35,883572.3
2019-05-20,78.5,79.28,77.87,77.19,745003.88,-1.23,-1.55,79.356,79.342,82.051,729543.78,885121.69,871926.76
2019-05-17,81.06,81.2,79.1,78.98,685802.0,-1.87,-2.31,79.512,79.675,82.381,749013.16,991482.25,866272.34
2019-05-16,80.82,81.53,80.97,80.0,630831.38,0.43,0.53,79.968,80.375,82.677,890272.41,1014692.25,883793.38
2019-05-15,78.95,81.37,80.54,78.9,803300.25,2.24,2.86,79.106,80.921,82.711,989250.51,1046266.71,901749.46
2019-05-14,77.96,79.4,78.3,77.85,782781.38,-0.35,-0.45,78.754,81.178,82.706,1002265.61,1030832.59,887923.42
2019-05-13,79.25,80.18,78.65,78.5,842350.81,-2.73,-3.35,79.328,81.688,82.827,1040699.6,1018131.38,886615.79
2019-05-10,77.95,81.87,81.38,77.3,1392098.25,4.72,6.16,79.838,82.326,82.996,1233951.34,1015181.49,883679.27
2019-05-09,78.26,78.26,76.66,76.11,1125721.88,-2.12,-2.69,80.782,82.794,82.982,1139112.09,943783.3,844161.25
2019-05-08,78.73,80.55,78.78,78.38,868375.75,-2.39,-2.94,82.736,83.624,83.178,1103282.91,924422.63,833681.27
2019-05-07,81.78,82.28,81.17,79.89,974951.31,-0.03,-0.04,83.602,84.446,83.249,1059399.57,916498.25,830043.79
2019-05-06,82.8,83.6,81.2,79.66,1808609.5,-4.9,-5.69,84.048,84.759,83.184,995563.16,858731.82,819307.21
2019-04-30,86.5,87.48,86.1,84.53,917902.0,-0.33,-0.38,84.814,85.087,83.072,796411.64,741062.44,767435.51
2019-04-29,83.88,87.13,86.43,83.3,946576.0,3.32,4.0,84.806,84.978,82.697,748454.51,752894.51,779946.08
2019-04-26,83.0,84.43,83.11,82.8,648959.06,-0.29,-0.35,84.512,84.501,82.23,745562.35,757232.21,804085.04
2019-04-25,84.35,84.99,83.4,83.15,655769.25,-1.63,-1.92,85.29,84.234,81.745,773596.93,745014.24,795847.53
2019-04-24,86.08,86.88,85.03,83.55,812851.88,-1.03,-1.2,85.47,83.965,81.286,721900.48,755100.21,801049.95
2019-04-23,84.75,87.38,86.06,84.5,678116.38,1.1,1.29,85.36,83.665,80.669,685713.23,752177.06,792131.1
2019-04-22,87.22,88.09,84.96,84.5,932115.19,-2.04,-2.35,85.15,83.169,79.98,757334.51,744539.21,807777.9
2019-04-19,85.27,87.0,87.0,84.2,789131.94,2.7,3.2,84.49,82.732,79.468,768902.07,742939.92,799772.35
2019-04-18,84.69,85.02,84.3,83.88,397287.03,-0.18,-0.21,83.178,82.052,78.908,716431.56,743589.32,802628.69
2019-04-17,84.92,85.35,84.48,83.8,631915.62,-0.53,-0.62,82.46,81.608,78.521,788299.93,779882.6,836686.29
2019-04-16,81.22,85.13,85.01,80.9,1036222.75,3.35,4.1,81.97,81.056,78.064,818640.88,793808.58,855695.34
2019-04-15,82.23,83.88,81.66,81.6,989953.0,1.22,1.52,81.188,80.415,77.564,731743.9,806997.65,861703.81
2019-04-12,80.35,81.16,80.44,79.9,526779.38,-0.27,-0.34,80.974,79.959,77.173,716977.77,850937.88,874968.48
2019-04-11,82.65,83.62,80.71,80.16,756628.88,-1.32,-1.61,80.926,79.255,76.791,770747.09,846680.81,901428.03
2019-04-10,80.8,82.11,82.03,79.66,783620.38,0.93,1.15,80.756,78.606,76.333,771465.28,846999.7,933869.79
2019-04-09,80.4,82.0,81.1,80.37,601737.88,0.51,0.63,80.142,77.672,75.694,768976.28,832085.14,943149.72
2019-04-08,80.7,82.25,80.59,80.02,916122.31,0.39,0.49,79.642,76.791,75.078,882251.4,871016.59,950655.71
2019-04-04,80.08,80.96,80.2,79.25,795626.0,0.34,0.43,78.944,76.204,74.484,984897.99,856604.78,950512.4
2019-04-03,78.48,80.15,79.86,78.37,760219.81,0.9,1.14,77.584,75.764,73.988,922614.54,861668.06,961404.75
2019-04-02,78.54,79.0,78.96,78.05,771175.38,0.36,0.46,76.456,75.433,73.603,922534.13,893489.99,962626.44
2019-04-01,78.0,79.23,78.6,77.5,1168113.5,1.5,1.95,75.202,75.072,73.259,895194.0,917582.11,957051.69
2019-03-29,74.1,77.1,77.1,74.1,1429355.25,3.7,5.04,73.94,74.712,72.958,859781.78,916409.97,961809.77
2019-03-28,73.4,73.94,73.4,72.88,484208.75,-0.82,-1.1,73.464,74.387,72.722,728311.58,898999.08,936379.59
2019-03-27,73.2,74.63,74.22,72.7,759817.75,1.53,2.1,73.944,74.327,72.553,800721.58,956175.24,942113.64
2019-03-26,72.99,73.23,72.69,72.15,634474.75,0.4,0.55,74.41,74.059,72.341,864445.85,1020739.88,955005.93
2019-03-25,73.41,73.99,72.29,72.18,991052.38,-2.43,-3.25,74.942,73.715,72.207,939970.21,1054214.31,1001064.13
2019-03-22,75.76,76.26,74.72,74.06,772004.25,-1.08,-1.43,75.484,73.365,72.242,973038.16,1030294.83,1062630.64
2019-03-21,77.0,77.25,75.8,75.6,846258.75,-0.75,-0.98,75.31,72.763,71.857,1069686.59,1044420.01,1062141.37
2019-03-20,75.06,77.48,76.55,74.75,1078439.12,1.2,1.59,74.71,72.212,71.337,1111628.91,1061141.44,1047013.13
2019-03-19,75.73,76.85,75.35,74.96,1012096.56,0.35,0.47,73.708,71.773,70.803,1177033.91,1031762.89,1012766.62
2019-03-18,74.43,75.34,75.0,73.45,1156392.12,1.15,1.56,72.488,71.445,70.32,1168458.4,996521.27,1001459.36
2019-03-15,73.1,75.5,73.85,73.08,1255246.38,1.05,1.44,71.246,71.203,69.834,1087551.5,1007209.56,979707.81
2019-03-14,71.77,73.2,72.8,71.7,1055970.38,1.26,1.76,70.216,71.057,69.304,1019153.44,973760.11,943646.06
2019-03-13,71.38,72.1,71.54,70.27,1405464.12,2.29,3.31,69.714,70.778,68.919,1010653.97,928052.04,910657.68
